TR Name,Category of registration,Degree,Hypercoreness_False,Hypercoreness_sub_False,Hypercoreness_True,Hypercoreness_sub_True,Hypercoreness_G_False,Hypercoreness_G_sub_False,Hypercoreness_G_True,Hypercoreness_G_sub_True,TR Country,Members FTE,Assets,Revenue,Nb employees,NACE,Level Sub-National,Level Global,Level European,Level National,Level Regional/Local
IBM Corporation,Companies and groups,36.0,0.808587360002549,0.385946873390166,0.138017881322231,0.110667943058807,0.805555555555556,0.65625,0.22,0.216494845360825,UNITED STATES,8.25,135241000.0,61860000.0,,J - Information and communication,0,1,0,0,0
"Twitch Interactive, Inc.",Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED STATES,0.5,,90.0,2.0,,0,1,1,1,0
Danish Trade Union Confederation EU Office,Trade unions and professional associations,4.0,0.133589829374373,,0.0167841388452401,,0.166666666666667,,0.024,,DENMARK,1.5,,,,,0,0,1,1,0
Saab AB,Companies and groups,9.0,0.376243687170419,0.309757050035728,0.0735263122979705,0.174447090321153,0.583333333333333,0.46875,0.176,0.309278350515464,SWEDEN,4.0,6939955.48136532,4038916.95015132,19002.0,C - Manufacturing,1,1,1,1,0
Centre for European Policy Studies (CEPS),Think tanks and research institutions,4.0,0.132434959932451,0.0879634245642023,0.0180425324803176,0.0182384322723583,0.222222222222222,0.125,0.032,0.0412371134020619,BELGIUM,1.0,,,,,0,1,1,0,0
ASD-Eurospace,Trade and business associations,15.0,0.351967053800443,0.217404490087575,0.063149667122386,0.0461578705755534,0.472222222222222,0.25,0.108,0.11340206185567,FRANCE,1.75,,,,,0,0,1,0,0
Rasmussen Global,Professional consultancies,23.0,0.439845465118132,0.2230898017515,0.0657535841065133,0.0726749247383083,0.638888888888889,0.6875,0.104,0.22680412371134,DENMARK,6.5,,,,,0,1,1,1,0
Centre for Fine Arts (BOZAR),"Other organisations, public or mixed entities",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,BELGIUM,5.0,,,,,0,0,1,0,0
Citigroup Inc.,Companies and groups,24.0,0.528291354012331,0.316586901972514,0.096581078643638,0.0826582705819946,0.583333333333333,0.34375,0.152,0.164948453608247,UNITED STATES,1.45,2416680000.0,75570000.0,249658.0,K - Financial and insurance activities,1,1,1,1,0
European agri-cooperatives,Trade and business associations,111.0,0.875578390606828,0.543793725177393,0.363741364405072,0.648037847351725,0.777777777777778,0.78125,0.42,1.0,BELGIUM,4.75,,,,,0,0,1,0,0
European farmers,Trade and business associations,116.0,0.884932689703516,0.543793725177393,0.368401673655651,0.673439609923006,0.777777777777778,0.78125,0.42,1.0,BELGIUM,4.75,,,,,0,0,1,0,0
PA Europe,Professional consultancies,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,BELGIUM,6.5,,,,,1,1,1,1,0
Confederation of Danish Employers,Trade and business associations,6.0,0.1858140164731,0.0296624956378683,0.0315136827990543,0.0043342792857791,0.25,0.03125,0.048,0.0103092783505155,DENMARK,5.25,,,,,0,0,1,1,0
Fagbevægelsens Hovedorganisation,Trade unions and professional associations,4.0,0.179847695518488,0.0296624956378683,0.0277757670926369,0.0043342792857791,0.25,0.03125,0.048,0.0103092783505155,DENMARK,1.25,,,,,1,1,1,1,0
BUSINESSEUROPE,Trade and business associations,218.0,0.985195717631315,0.816352177742327,0.384124551986665,0.565553067645245,0.916666666666667,1.0,0.66,0.835051546391753,BELGIUM,30.0,,,,,0,1,1,0,0
Chamber of Commerce of the United States of America,Trade and business associations,21.0,0.433416336089471,0.237198182029679,0.0716344842216349,0.0702699608929314,0.611111111111111,0.46875,0.112,0.154639175257732,UNITED STATES,4.45,,,,,1,1,1,1,0
NOVE,Professional consultancies,11.0,0.344624735139958,0.0889874869136049,0.0484320221950551,0.0216713964288959,0.472222222222222,0.15625,0.076,0.0618556701030928,BELGIUM,15.0,,,,,0,0,1,1,0
European Disability Forum,"Non-governmental organisations, platforms and networks and similar",24.0,0.574651181315618,0.590956677800489,0.104597644002279,0.171001543451815,0.916666666666667,1.0,0.18,0.329896907216495,BELGIUM,19.0,,,,,0,0,1,0,0
EU-ASEAN Business Council,Trade and business associations,12.0,0.345265975242556,0.0296624956378683,0.0447262828863119,0.0043342792857791,0.333333333333333,0.03125,0.064,0.0103092783505155,SINGAPORE,0.75,,,,,0,0,1,0,1
Stichting European Climate Foundation,"Non-governmental organisations, platforms and networks and similar",48.0,0.87805971100384,0.575051514698307,0.171069457828011,0.152963020840089,0.888888888888889,0.78125,0.26,0.268041237113402,NETHERLANDS,15.0,,,,,0,1,1,1,0
Fagligt Fælles Forbund,Trade unions and professional associations,9.0,0.278953145661075,0.159103561161241,0.0554584692299586,0.0322537175889743,0.277777777777778,0.21875,0.096,0.0721649484536082,DENMARK,4.25,,,,,1,0,1,1,0
Trellix,Companies and groups,6.0,0.200384744061559,,0.0251762082678601,,0.166666666666667,,0.036,,UNITED STATES,1.0,,,,,0,1,0,0,0
Seas At Risk vzw (SAR),"Non-governmental organisations, platforms and networks and similar",7.0,0.290468702703564,0.41186832178407,0.0573540757685543,0.0938827502727486,0.444444444444444,0.375,0.128,0.216494845360825,BELGIUM,9.0,,,,,0,1,1,0,0
Sveriges Akademikers Centralorganisation,Trade unions and professional associations,5.0,0.227395211011805,0.163652641374612,0.0431054674097456,0.0423522327862486,0.25,0.125,0.088,0.0824742268041237,SWEDEN,1.75,,,,,1,1,1,1,0
Tjänstemännens centralorganisation,Trade unions and professional associations,4.0,0.197762749127754,0.163652641374612,0.0364280649560366,0.0380179535004694,0.25,0.125,0.084,0.0824742268041237,SWEDEN,5.0,,,,,0,1,1,1,1
The Swedish Trade Union Confederation,Trade unions and professional associations,10.0,0.349693638579554,0.163652641374612,0.0673332612701462,0.0423522327862486,0.305555555555556,0.125,0.116,0.0824742268041237,SWEDEN,5.5,,,,,1,1,1,1,0
Swedish Association of Local Authorities and Regions (SALAR),Associations and networks of public authorities,1.0,0.0565567397919355,0.0678726922246041,0.0101834055272801,0.0145318485502225,0.194444444444444,0.09375,0.028,0.0309278350515464,SWEDEN,10.5,,,,,0,0,1,1,1
Springer Nature AG & Co. KGaA,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.6,5986182.96790123,2201674.66366291,8996.0,J - Information and communication,0,1,0,0,0
Women in Global Health (WGH),"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED STATES,1.5,,,,,0,1,0,0,0
European Trade Union Institute,"Non-governmental organisations, platforms and networks and similar",8.0,0.320981216842709,0.316586901972514,0.0491204127818244,0.0730823577497607,0.5,0.34375,0.104,0.154639175257732,BELGIUM,1.25,,,,,0,0,1,0,0
Hubert Burda Media Holding Kommanditgesellschaft,Companies and groups,4.0,0.132434959932451,0.0678726922246041,0.0180425324803176,0.0145318485502225,0.222222222222222,0.09375,0.036,0.0309278350515464,GERMANY,0.85,2273969.20650959,3329844.90394592,10882.0,"M - Professional, scientific and technical activities",0,0,1,0,0
Eni S.p.A.,Companies and groups,35.0,0.896279214261817,0.816352177742327,0.17237536805261,0.2510433447624,1.0,1.0,0.296,0.45360824742268,ITALY,3.45,162261780.148745,142832603.87063,32188.0,B - Mining and quarrying,0,1,0,0,0
EURODOM,"Non-governmental organisations, platforms and networks and similar",7.0,0.144881231180997,,0.0223395759174098,,0.138888888888889,,0.032,,FRANCE,3.8,,,,,1,0,1,1,0
EUROFI,"Non-governmental organisations, platforms and networks and similar",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,FRANCE,3.5,,,,,0,1,1,0,0
Federation of European Academies of Medicine,"Non-governmental organisations, platforms and networks and similar",3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,BELGIUM,4.0,,,,,0,0,1,0,0
Association des Constructeurs Européens d'Automobiles,Trade and business associations,97.0,0.928253596520575,0.811167472622431,0.226079842496723,0.282838451343865,0.888888888888889,0.78125,0.332,0.45360824742268,BELGIUM,11.25,,,,,0,0,1,0,0
Third Generation Environmentalism Ltd,Think tanks and research institutions,53.0,0.941380139877965,0.811167472622431,0.196953926221669,0.261102376232985,0.888888888888889,0.78125,0.32,0.443298969072165,UNITED KINGDOM,10.0,,,,,1,1,1,1,0
IMPALA Association Internationale AISBL,Trade and business associations,9.0,0.281207602478931,0.146573857121492,0.0398223570670885,0.0455266383003727,0.305555555555556,0.1875,0.06,0.103092783505155,BELGIUM,1.0,,,,,0,1,1,0,0
International Association of Oil & Gas Producers Europe,Trade and business associations,34.0,0.66148528732336,0.339569104475132,0.121254336205074,0.0971383409229618,0.833333333333333,0.46875,0.2,0.175257731958763,BELGIUM,3.65,,,,,0,0,1,0,0
Forum Atomique Européen,Trade and business associations,16.0,0.289762462361994,0.0296624956378683,0.0474686531337775,0.0043342792857791,0.305555555555556,0.03125,0.068,0.0103092783505155,BELGIUM,4.0,,,,,0,0,1,0,0
SMEunited aisbl,Trade and business associations,93.0,0.980076948812312,0.801122106452631,0.359883857235859,0.519622533689827,0.888888888888889,0.84375,0.66,0.835051546391753,BELGIUM,14.0,,,,,0,1,1,0,0
Fédération Nationale des Syndicats d'Exploitants Agricoles,Trade unions and professional associations,5.0,0.15020631203301,,0.0186016602109924,,0.138888888888889,,0.024,,FRANCE,5.25,,,,,1,0,1,1,0
FEAD,Trade and business associations,2.0,0.0939047937676242,0.228274506871396,0.019879862270449,0.0747485380094332,0.833333333333333,0.78125,0.12,0.257731958762887,BELGIUM,5.75,,,,,0,0,1,0,0
DSW (Deutsche Stiftung Weltbevoelkerung),"Non-governmental organisations, platforms and networks and similar",16.0,0.532942057385015,0.756472572577563,0.102747783659531,0.206830831398433,0.916666666666667,1.0,0.196,0.34020618556701,GERMANY,9.25,,,,,0,1,1,0,0
BP p.l.c.,Companies and groups,23.0,0.723719351909382,0.573283812752381,0.13420645086657,0.170719747009142,1.0,1.0,0.268,0.381443298969072,UNITED KINGDOM,7.95,288120000.0,242065000.0,67500.0,C - Manufacturing,0,1,0,0,0
General Aviation Manufacturers Association,Trade and business associations,9.0,0.273028246427377,0.143050916463101,0.0403183193544626,0.0358682891758407,0.361111111111111,0.25,0.06,0.0824742268041237,UNITED STATES,3.0,,,,,0,1,0,0,0
Gas Infrastructure Europe,Companies and groups,11.0,0.395236820723606,0.376510128454393,0.0680627004187984,0.113986448750852,1.0,1.0,0.188,0.329896907216495,BELGIUM,2.25,,,7.0,S - Other service activities,0,0,1,0,0
Association of the European Heating Industry,Trade and business associations,5.0,0.186193184533767,0.257937002509264,0.030684298139379,0.0790828172952124,0.722222222222222,0.78125,0.104,0.257731958762887,BELGIUM,5.85,,,,,0,0,1,0,0
Global Witness,"Non-governmental organisations, platforms and networks and similar",35.0,0.860208701747678,0.836185336590392,0.173478365493649,0.290179136582216,0.777777777777778,0.5,0.292,0.443298969072165,UNITED KINGDOM,5.75,,,,,0,1,1,0,0
Huawei Technologies,Companies and groups,29.0,0.612445633991301,,0.0950551338962859,,0.638888888888889,,0.136,,CHINA,11.0,77506392.5571681,82749972.025056,,C - Manufacturing,0,1,0,0,0
The ONE Campaign,"Non-governmental organisations, platforms and networks and similar",18.0,0.5370069620354,0.714346843478405,0.0959821992854152,0.172146917874995,0.666666666666667,0.5625,0.168,0.309278350515464,UNITED STATES,6.25,,,,,0,1,1,1,0
Société Française de Radiotéléphone,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.5,5587040.44193554,6658912.22184372,3344.0,J - Information and communication,0,0,1,1,1
Magyar Helsinki Bizottság,"Non-governmental organisations, platforms and networks and similar",4.0,0.118852459016393,,0.0139710720205359,,0.138888888888889,,0.02,,HUNGARY,1.0,,,,,0,1,1,1,0
Finnish Energy - Energiateollisuus ry,Trade and business associations,17.0,0.423035415571381,0.135853399139206,0.0697682720253397,0.0466804729405938,0.472222222222222,0.125,0.092,0.0824742268041237,FINLAND,3.45,,,,,0,0,1,1,0
Centre for Information Policy Leadership at Hunton Andrews Kurth LLP,Think tanks and research institutions,3.0,0.0260287721646035,,0.0083685038968738,,0.0277777777777778,,0.012,,UNITED STATES,1.0,,,,,0,1,0,0,0
Microsoft Corporation,Companies and groups,92.0,0.865228695693734,0.554312694218721,0.219322998973546,0.22276031749306,0.805555555555556,0.65625,0.332,0.278350515463918,UNITED STATES,5.75,411976000.0,211915000.0,221000.0,J - Information and communication,1,1,1,1,0
European Maritime Pilots' Association,Trade and business associations,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,BELGIUM,0.75,,,,,0,0,1,0,0
Magistrats Européens pour la Démocratie et les Libertés,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,ITALY,0.25,,,,,0,0,1,0,0
Global Alliance on Health and Pollution,"Non-governmental organisations, platforms and networks and similar",3.0,0.0928236868517899,,0.011181570721578,,0.111111111111111,,0.016,,SWITZERLAND,0.25,,,,,0,1,0,0,0
World Economic Forum (WEF),"Non-governmental organisations, platforms and networks and similar",36.0,0.672338415459861,0.252575734915333,0.116618505371323,0.0619920634607796,0.75,0.28125,0.184,0.0927835051546392,SWITZERLAND,1.75,,,,,0,1,1,1,0
Insurance Europe,Trade and business associations,48.0,0.84669088244197,0.505084999252206,0.177062308969113,0.169513986457457,0.833333333333333,0.84375,0.24,0.298969072164948,BELGIUM,35.0,,,,,0,0,1,0,0
KIC InnoEnergy SE,Companies and groups,53.0,0.928253596520575,0.811167472622431,0.21604380268243,0.298277654154763,0.888888888888889,0.78125,0.332,0.45360824742268,NETHERLANDS,3.2,433543.710335729,48145.7121370649,200.0,"M - Professional, scientific and technical activities",0,0,1,0,0
Skeleton Technologies OÜ,Companies and groups,5.0,0.270096225843968,0.437455340080097,0.0545332152577864,0.152722399753722,0.833333333333333,0.71875,0.196,0.422680412371134,ESTONIA,0.2,23258.5638890201,4933.68179167867,98.0,"M - Professional, scientific and technical activities",0,0,1,1,0
Deloitte Services & Investments,Companies and groups,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,BELGIUM,1.5,50367.7603591695,186673.718503255,384.0,"M - Professional, scientific and technical activities",0,0,1,1,0
European Patients' Forum (EPF),"Non-governmental organisations, platforms and networks and similar",15.0,0.540342047826156,0.514806321352012,0.101959653891842,0.175599074989186,0.638888888888889,0.625,0.184,0.278350515463918,BELGIUM,6.0,,,,,0,0,1,0,0
BASF SE,Companies and groups,30.0,0.868295496184422,0.798124698805191,0.154036193830865,0.232804912490041,0.916666666666667,1.0,0.268,0.391752577319588,GERMANY,36.85,90097791.9721603,94690569.3686008,111481.0,C - Manufacturing,0,1,0,0,0
The Adecco Group,Companies and groups,6.0,0.165110325160509,0.0593249912757366,0.0398500102982539,0.0086685585715583,0.222222222222222,0.0625,0.064,0.0206185567010309,SWITZERLAND,1.0,14138842.8163528,25245343.2875872,39000.0,N - Administrative and support service activities,1,1,1,1,0
World Employment Confederation-Europe,Trade and business associations,6.0,0.149380426643725,0.146573857121492,0.026943978846774,0.0285730540327275,0.25,0.1875,0.044,0.0618556701030928,BELGIUM,1.5,,,,,0,0,1,0,0
ArcelorMittal,Companies and groups,53.0,0.924850642833246,0.816352177742327,0.193826505564265,0.294883673412901,0.916666666666667,1.0,0.32,0.45360824742268,LUXEMBOURG,5.5,94547000.0,79844000.0,154000.0,C - Manufacturing,0,1,0,0,0
European Network of Transmission System Operators for Electricity,Trade and business associations,26.0,0.817202600009559,0.609427189790119,0.167635796616792,0.212723434690233,0.861111111111111,0.71875,0.292,0.391752577319588,BELGIUM,4.0,,,,,0,0,1,0,0
World Green Building Council,"Non-governmental organisations, platforms and networks and similar",4.0,0.145427042011184,0.228274506871396,0.0250817300157169,0.0747485380094332,0.722222222222222,0.78125,0.104,0.257731958762887,CANADA,0.55,,,,,0,1,1,0,0
Confédération Européenne des Vignerons Indépendants,Trade unions and professional associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,2.25,,,,,0,0,1,0,0
OXFAM INTERNATIONAL EU ADVOCACY OFFICE,"Non-governmental organisations, platforms and networks and similar",40.0,0.688228106230783,0.795249846286787,0.149601936362326,0.269661003680123,0.916666666666667,1.0,0.236,0.443298969072165,BELGIUM,17.5,,,,,0,1,0,0,0
European Cancer Organisation,"Non-governmental organisations, platforms and networks and similar",13.0,0.314324109034715,0.131883859281785,0.0595638421297946,0.0256221428392036,0.333333333333333,0.15625,0.08,0.0515463917525773,BELGIUM,11.25,,,,,0,0,1,0,0
Cultivate Partners,Self-employed individuals,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,BELGIUM,1.0,,,,,0,1,1,1,1
"Bund für Umwelt und Naturschutz Deutschland, Landesverband Hamburg (BUND Hamburg)","Non-governmental organisations, platforms and networks and similar",1.0,0.0580734120346031,0.116911361483623,0.0105982538651929,0.0242387747469483,0.222222222222222,0.1875,0.032,0.0618556701030928,GERMANY,0.75,,,,,0,0,0,0,1
WWF Deutschland,"Non-governmental organisations, platforms and networks and similar",4.0,0.204782934250984,0.336029546172126,0.0380782789750006,0.0896544920467143,0.583333333333333,0.5,0.1,0.185567010309278,GERMANY,3.75,,,,,1,1,1,1,0
"Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzverbände (DNR) e.V.","Non-governmental organisations, platforms and networks and similar",4.0,0.150897098886393,0.116911361483623,0.0217798245867709,0.0242387747469483,0.277777777777778,0.1875,0.04,0.0618556701030928,GERMANY,3.1,,,,,0,1,1,1,0
Naturschutzbund Deutschland e.V.,"Non-governmental organisations, platforms and networks and similar",19.0,0.745451257786487,0.593368313475248,0.113578484158397,0.158702601418532,0.722222222222222,0.46875,0.208,0.360824742268041,GERMANY,12.4,,,,,1,1,1,1,0
Deutsche Umwelthilfe e.V.,"Non-governmental organisations, platforms and networks and similar",4.0,0.16419522375695,0.197313757747977,0.0262919664311487,0.0424512868534176,0.388888888888889,0.28125,0.06,0.0927835051546392,GERMANY,21.25,,,,,1,1,1,1,0
Forum Umwelt und Entwicklung,"Non-governmental organisations, platforms and networks and similar",1.0,0.0580734120346031,0.116911361483623,0.0105982538651929,0.0242387747469483,0.222222222222222,0.1875,0.032,0.0618556701030928,GERMANY,0.25,,,,,1,1,1,1,0
